🎵MTV现代,#genre#
自己的人生自己作主,https://vd4.bdstatic.com/mda-qak31v5zp73ydbjw/720p/h264/1705803004843802726/mda-qak31v5zp73ydbjw.mp4$线路1
人老心别老,https://vd2.bdstatic.com/mda-pjmbzpij68z2ztm3/720p/h264/1697963317423923807/mda-pjmbzpij68z2ztm3.mp4$线路1
心善福自来,https://vd4.bdstatic.com/mda-qdg375yrqmay4g0g/720p/h264/1713320180366765984/mda-qdg375yrqmay4g0g.mp4$线路1
谁的心在午夜里飘泊,https://vd2.bdstatic.com/mda-qdgamhik4er3ee02/720p/h264/1713339056091292011/mda-qdgamhik4er3ee02.mp4$线路1
肩上的责任太沉,https://vd3.bdstatic.com/mda-qdf63v0fkxgg7q5m/hd/cae_h264/1713241430566717080/mda-qdf63v0fkxgg7q5m.mp4$线路1
红尘路上谁不孤独,https://vd3.bdstatic.com/mda-pjm4m53qced5asvd/720p/h264/1697944575748041668/mda-pjm4m53qced5asvd.mp4$线路1
累了也想喝点酒,https://vd3.bdstatic.com/mda-qdi284td5wid7cc7/720p/h264/1713490521409270682/mda-qdi284td5wid7cc7.mp4$线路1
半生时光满身伤,https://vd2.bdstatic.com/mda-qde6wz1ktkrszy6g/cae_h264/1713157484154264372/mda-qde6wz1ktkrszy6g.mp4$线路1
人生没有回头路,https://vd2.bdstatic.com/mda-qesn9j5uv7srs9yc/1080p/cae_h264/1716848442598494089/mda-qesn9j5uv7srs9yc.mp4$线路1
人生没有回头路,https://vd2.bdstatic.com/mda-pk03idhfnp6xxu2i/720p/h264/1698805837576627315/mda-pk03idhfnp6xxu2i.mp4$线路2
人生只能往前走,https://vd4.bdstatic.com/mda-qdk50709ef89k82p/720p/h264/1713670353786138537/mda-qdk50709ef89k82p.mp4$线路1
人生这杯酒你可曾喝醉,https://txmov2.a.kwimgs.com/bs3/video-hls/5230931068972633962_hlsb.m3u8$线路1
人生这杯酒你可曾喝醉,https://vd2.bdstatic.com/mda-pjw9enqn40si08ba/720p/h264/1698734408989605063/mda-pjw9enqn40si08ba.mp4$线路2
人生需自渡,https://vd4.bdstatic.com/mda-pj66h1q6qf5s63e5/720p/h264/1696653361971314173/mda-pj66h1q6qf5s63e5.mp4$线路1
走在人生的路口,https://vd2.bdstatic.com/mda-pim828rgx6w6wd2z/720p/h264/1695361328042528978/mda-pim828rgx6w6wd2z.mp4$线路1
走在人生的路口,https://alimov2.a.kwimgs.com/upic/2022/05/13/05/BMjAyMjA1MTMwNTU2MzlfOTU2MzA3MDg4Xzc0MjcyNjY1NDMyXzJfMw==_b_B82cc373a578ca8269c33b98bf1a9ec82.mp4?clientCacheKey=3xim5k9jgv9c7g2_b.mp4&tt=b&di=7b8b3d17&bp=10000$线路2
在变老的路上善待自己,https://vd2.bdstatic.com/mda-qdubd3591yvvwwuk/720p/h264/1714377745966357205/mda-qdubd3591yvvwwuk.mp4$线路1
酒醒的蝴蝶,https://vd2.bdstatic.com/mda-kikg698bkfvm9vs9/sc/mda-kikg698bkfvm9vs9.mp4$线路1
独自咽下所有的苦果,https://vd3.bdstatic.com/mda-pjn9i2epdm1w7xa3/sc/cae_h264/1698075708728916672/mda-pjn9i2epdm1w7xa3.mp4$线路1
想你的时候问月亮,https://vd2.bdstatic.com/mda-nciay9hz6tq4ji14/cae_h264_delogo/1647725422391790006/mda-nciay9hz6tq4ji14.mp4$线路1
想你的时候问月亮,https://vdse.bdstatic.com//ec33a3aaab2aafb34d5816962f2a5ae5.mp4$线路2
想你的时候问月亮,https://vd2.bdstatic.com/mda-qb07ymt5jt32ix8y/720p/h264/1706765863144734344/mda-qb07ymt5jt32ix8y.mp4$线路3
还没有爱够,https://vd4.bdstatic.com/mda-pi78q2tr5gqngdv8/720p/h264/1694153528316533442/mda-pi78q2tr5gqngdv8.mp4$线路1
还没有爱够,https://vd2.bdstatic.com/mda-nd9qaxzc7mv1xg02/cae_h264_delogo/1649716248163906580/mda-nd9qaxzc7mv1xg02.mp4$线路2
人到中年谈什么自由,https://vd2.bdstatic.com/mda-pj87j1bvecdrn2zi/720p/h264/1696828854844592124/mda-pj87j1bvecdrn2zi.mp4$线路1
有啥不如有个好身体,https://vd2.bdstatic.com/mda-pjr841z3ijwscey2/720p/h264/1698299070317087039/mda-pjr841z3ijwscey2.mp4$线路1
醉人的酒苦涩的泪,https://vd3.bdstatic.com/mda-pd8fy0iqi0invauy/sc/cae_h264/1681039193384447190/mda-pd8fy0iqi0invauy.mp4$线路1
你入了我的心动了我的情,https://vd2.bdstatic.com/mda-pku95qjh892f2e4w/360p/h264/1701239317793863091/mda-pku95qjh892f2e4w.mp4$线路1
走心入梦的人,https://vd2.bdstatic.com/mda-qak303ds65mn7axh/360p/h264/1705802869136939911/mda-qak303ds65mn7axh.mp4$线路1
红颜易老,https://vd4.bdstatic.com/mda-pkq5093z8es1vfd2/720p/h264/1700883158976590945/mda-pkq5093z8es1vfd2.mp4$线路1
红颜易老,https://alimov2.a.kwimgs.com/upic/2022/06/24/06/BMjAyMjA2MjQwNjI0MDdfOTU2MzA3MDg4Xzc3NDcxNjA4NDIzXzJfMw==_b_Bb511988b415e07ccdff834132b6284b2.mp4?clientCacheKey=3xixersiyrjf6qs_b.mp4&tt=b&di=24710b6c&bp=10000$线路2
负我不负她,https://vd2.bdstatic.com/mda-qdubamj00puytssi/720p/h264/1714377617474457863/mda-qdubamj00puytssi.mp4$线路1
眼泪写成离别诗,https://vd2.bdstatic.com/mda-qdg396hvdhyx9ijc/sc/cae_h264/1713320583915952884/mda-qdg396hvdhyx9ijc.mp4$线路1
三杯两盏熬白了头,https://vd3.bdstatic.com/mda-pjp8i2dw8avqmx87/720p/h264/1698127312533323831/mda-pjp8i2dw8avqmx87.mp4$线路1
人生没谁可以依赖,https://vd4.bdstatic.com/mda-pmq797ttqkhn9ewy/360p/h264/1703480891956166072/mda-pmq797ttqkhn9ewy.mp4$线路1
不负时光不负秋,https://vd3.bdstatic.com/mda-pkt4y2kzufi2hz20/360p/h264/1701142194445953161/mda-pkt4y2kzufi2hz20.mp4$线路1
你是我的城堡,https://vd3.bdstatic.com/mda-pfs8wiu9aum25pq3/sc/cae_h264/1687862433164516357/mda-pfs8wiu9aum25pq3.mp4$线路1
你是我的城堡,https://vd4.bdstatic.com/mda-qes1nw7xn2pyn6em/1080p/cae_h264/1717075106429758802/mda-qes1nw7xn2pyn6em.mp4$线路2
悠晃在人间,https://vd3.bdstatic.com/mda-pjp60cdzkcri6fwz/720p/h264/1698120902824300835/mda-pjp60cdzkcri6fwz.mp4$线路1
酒醉的蝴蝶,https://vd3.bdstatic.com/mda-kkejqw07bnzdja4f/sc/cae_h264_nowatermark/1605420816/mda-kkejqw07bnzdja4f.mp4$线路1
酒醉的蝴蝶,https://vd3.bdstatic.com/mda-pi784tw822vr0gfi/360p/h264/1694152163201775807/mda-pi784tw822vr0gfi.mp4$线路2
谁来渡我,https://vd3.bdstatic.com/mda-pim8fyj14mvxe5gc/720p/h264/1695362346432101734/mda-pim8fyj14mvxe5gc.mp4$线路1
爱的代价,https://vd3.bdstatic.com/mda-qb03wqtwxkp87a9x/720p/h264/1706755552172328430/mda-qb03wqtwxkp87a9x.mp4$线路1
爱的代价,https://vd3.bdstatic.com/mda-ncvc6mj3x4zcuwnf/480p/h264_delogo/1648629438727187919/mda-ncvc6mj3x4zcuwnf.mp4$线路2
拉萨夜雨,https://vd4.bdstatic.com/mda-qb041qskwrcuqy8n/720p/h264/1706755932892010928/mda-qb041qskwrcuqy8n.mp4$线路1
你敢说天长我就说地久,https://vd3.bdstatic.com/mda-matgij6aj5f51n7e/v1-cae/sc/mda-matgij6aj5f51n7e.mp4$线路1
一曲红尘,https://vd2.bdstatic.com/mda-qb04g0e09qrnvjus/720p/h264/1706756996157920714/mda-qb04g0e09qrnvjus.mp4$线路1
游牧时光,https://vd4.bdstatic.com/mda-qb04biz6w914tpjb/720p/h264/1706756669701743550/mda-qb04biz6w914tpjb.mp4$线路1
游牧时光,https://vd4.bdstatic.com/mda-qe7nfgjct1fabqag/1080p/cae_h264/1715215594144241034/mda-qe7nfgjct1fabqag.mp4$线路2
亲爱的你在哪里,https://vd4.bdstatic.com/mda-qb04k027cynzngk9/720p/h264/1706757287206215131/mda-qb04k027cynzngk9.mp4$线路1
父  亲,https://vd2.bdstatic.com/mda-qb03z5v1htp4iu3h/360p/h264/1706755720256151251/mda-qb03z5v1htp4iu3h.mp4$线路1
一首想家的歌,https://vd3.bdstatic.com/mda-peu8nizpq5kq7db2/720p/h264/1685340597182366814/mda-peu8nizpq5kq7db2.mp4$线路1
爱不需要任何理由,https://vd4.bdstatic.com/mda-pi78gu8jyfunppm5/720p/h264/1694152908816123604/mda-pi78gu8jyfunppm5.mp4$线路1
如果爱还在,https://vd4.bdstatic.com/mda-pi84xkpakf3v5htj/720p/h264/1694230210370939540/mda-pi84xkpakf3v5htj.mp4$线路1
心态要洒脱,https://vd4.bdstatic.com/mda-pi84tnggimjsxpbr/720p/h264/1694229927064302486/mda-pi84tnggimjsxpbr.mp4$线路1
心态要洒脱,https://vdse.bdstatic.com//0d186807c47e70414cb0a8e7d232a5c7.mp4$线路2
谁能陪我到最后,https://vd4.bdstatic.com/mda-pi78n77hrvdvhr1i/720p/h264/1694153278133398453/mda-pi78n77hrvdvhr1i.mp4$线路1
可可托海的牧羊人,http://mobi.kuwo.cn/tmevideo/tme1258342.mp4$线路1
可可托海的牧羊人,https://vd2.bdstatic.com/mda-kkih51m868qx5ybc/v1-cae/sc/mda-kkih51m868qx5ybc.mp4$线路2
可可托海的牧羊人,http://mobi.kuwo.cn/tmevideo/tme1258322.mp4$线路3
九十九步退一步,https://alimov2.a.kwimgs.com/upic/2022/08/11/05/BMjAyMjA4MTEwNTUyNDhfOTU2MzA3MDg4XzgxNTE3NTE4MDY5XzJfMw==_b_Bd3b8144f46f69dc55dd376ecaf291b0e.mp4?clientCacheKey=3x5bnhhm6difi7c_b.mp4&tt=b&di=24710b75&bp=10000$线路1
九十九步退一步,https://vd2.bdstatic.com/mda-nbk88c8b5d4vsf2m/sc/cae_h264_delogo/1645443281073338534/mda-nbk88c8b5d4vsf2m.mp4$线路2
向天再借五百年,http://em.21dtv.com/songs/60049345.mkv$线路1
我和草原有个约定,http://em.21dtv.com/songs/60045519.mkv$线路1
荷塘月色,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1565837&response=res&format=mp4&type=convert_url$线路1
荷塘月色,http://em.21dtv.com/songs/60020472.mkv$线路2
最亲的人,https://vd2.bdstatic.com/mda-nd384m3rzh8wedid/cae_h264_delogo/1650056726340486031/mda-nd384m3rzh8wedid.mp4$线路1
最亲的人,http://em.21dtv.com/songs/60114856.mkv$线路2
红 枣 树,http://em.21dtv.com/songs/60168123.mkv$线路1
红颜知己,https://vd2.bdstatic.com/mda-ndf5b747kstgt4c2/cae_h264_delogo/1650081809843896571/mda-ndf5b747kstgt4c2.mp4$线路1
红颜知己,https://vd4.bdstatic.com/mda-qeuneyis2wqz48id/1080p/cae_h264/1717061599163617997/mda-qeuneyis2wqz48id.mp4$线路2
红颜知己,http://em.21dtv.com/songs/60120425.mkv$线路3
名利皆云烟,http://em.21dtv.com/songs/60098646.mkv$线路1
小城故事,https://alimov2.a.kwimgs.com/upic/2022/05/17/09/BMjAyMjA1MTcwOTU4MzBfOTU2MzA3MDg4Xzc0NjA5NzM2ODQ5XzJfMw==_b_B0de95ad9e2ffc011e14fa1c64a4f171d.mp4?clientCacheKey=3xyng5chaxymsyw_b.mp4&tt=b&di=24710860&bp=10000$线路1
小城故事,https://alimov2.a.kwimgs.com/upic/2022/05/17/09/BMjAyMjA1MTcwOTU4MzBfOTU2MzA3MDg4Xzc0NjA5NzM2ODQ5XzJfMw==_b_B0de95ad9e2ffc011e14fa1c64a4f171d.mp4$线路2
小城故事,http://em.21dtv.com/songs/60086616.mkv$线路3
天  路,http://em.21dtv.com/songs/60041931.mkv$线路1
一剪梅,http://em.21dtv.com/songs/60053162.mkv$线路1
潇洒走一回,http://em.21dtv.com/songs/60049467.mkv$线路1
一场游戏一场梦,http://em.21dtv.com/songs/60091125.mkv$线路1
遇上你是我的缘,http://em.21dtv.com/songs/60055865.mkv$线路1
无言的结局,http://em.21dtv.com/songs/60089797.mkv$线路1
最炫民族风,http://em.21dtv.com/songs/60060444.mkv$线路1
问剑江河,http://em.21dtv.com/songs/60127201.mkv$线路1
谁愿陪我更多明天,http://em.21dtv.com/songs/60154831.mkv$线路1
前世相欠今生相见,http://em.21dtv.com/songs/60135961.mkv$线路1
让我一个人走,http://em.21dtv.com/songs/60112511.mkv$线路1
人生如梦,http://em.21dtv.com/songs/60036438.mkv$线路1
红尘里的花,http://em.21dtv.com/songs/60110001.mkv$线路1
情路弯弯,http://em.21dtv.com/songs/60101990.mkv$线路1
红尘永相伴,http://em.21dtv.com/songs/60069461.mkv$线路1
红尘永相伴,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_506435&response=res&format=mp4&type=convert_url$线路2
策马扬鞭,http://em.21dtv.com/songs/60110013.mkv$线路1
相思风雨中,http://em.21dtv.com/songs/60048746.mkv$线路1
少年壮志不言愁,https://vd2.bdstatic.com/mda-mmt4gmqeznpd0uu9/sc/cae_h264_delogo/1643235838750590202/mda-mmt4gmqeznpd0uu9.mp4$线路1
少年壮志不言愁,http://em.21dtv.com/songs/60038157.mkv$线路2
上海滩,http://jsmov2.a.yximgs.com/bs3/video-hls/5249789878426449116_hlsb.m3u8$线路1
上海滩,https://vd4.bdstatic.com/mda-keck5jhdaagebxkm/v1-cae/mda-keck5jhdaagebxkm.mp4?auth_key=1602762530-0-0-3e02c62e492e00c28c5557d41188d769&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=288&split=391503$线路2
上海滩,http://em.21dtv.com/songs/60038034.mkv$线路3
上海滩,http://alist.xicp.fun:35455/yy/1382745184$线路4
十五的月亮,https://vd2.bdstatic.com/mda-nd2yigtry43cc3qb/cae_h264_delogo/1649027045310888775/mda-nd2yigtry43cc3qb.mp4$线路1
十五的月亮,http://em.21dtv.com/songs/60039024.mkv$线路2
十五的月亮,https://vd4.bdstatic.com/mda-mipa0k9x8fczuqsi/sc/cae_h264/1632467395111368550/mda-mipa0k9x8fczuqsi.mp4$线路3
求  佛,http://em.21dtv.com/songs/60035782.mkv$线路1
留不住斜阳,http://em.21dtv.com/songs/60102234.mkv$线路1
一万个舍不得,https://vd3.bdstatic.com/mda-mkj5gzvhhhh1mxpd/fhd/cae_h264_nowatermark/1637381541070264456/mda-mkj5gzvhhhh1mxpd.mp4$线路1
归来是故乡,http://mobi.kuwo.cn/tmevideo/tme1700466.mp4$线路1
我的楼兰,http://mobi.kuwo.cn/tmevideo/tme1258352.mp4$线路1
我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8$线路1
容易受伤的女人,http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8$线路1
手心里的温柔,https://vd4.bdstatic.com/mda-kj18fhzhecfm9trb/hd/mda-kj18fhzhecfm9trb.mp4$线路1
一生的等待,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583215&response=res&format=mp4&type=convert_url$线路1
伤心的酒吧,https://alimov2.a.kwimgs.com/upic/2022/05/27/05/BMjAyMjA1MjcwNTU0MzFfOTU2MzA3MDg4Xzc1MzI5ODIxMDg1XzJfMw==_b_Bca7ddb535d4088b7ff6262d28093f30f.mp4$线路1
伤心的酒吧,https://alimov2.a.kwimgs.com/upic/2022/05/27/05/BMjAyMjA1MjcwNTU0MzFfOTU2MzA3MDg4Xzc1MzI5ODIxMDg1XzJfMw==_b_Bca7ddb535d4088b7ff6262d28093f30f.mp4?clientCacheKey=3x5spdq85r4jzv4_b.mp4&tt=b&di=24710a90&bp=10000$线路2
伤心的酒吧,https://vd2.bdstatic.com/mda-mhtaxwen3yutpdku/sc/cae_h264/1630136866503133016/mda-mhtaxwen3yutpdku.mp4$线路3
你把爱情给了谁,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1210771&response=res&format=mp4&type=convert_url$线路1
我是否也在你心中,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4378249&response=res&format=mp4&type=convert_url$线路1
桥边姑娘,https://vdse.bdstatic.com/8ae4235344c61f9c05ccf3716c84e823.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F$线路1
桥边姑娘,http://mobi.kuwo.cn/tmevideo/tme1257675.mp4$线路2
冷漠-古咖啡,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_3142984&response=res&format=mp4&type=convert_url$线路1
冷漠-时光海湾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_9867444&response=res&format=mp4&type=convert_url$线路1
冷漠-再爱也没有用,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5834217&response=res&format=mp4&type=convert_url$线路1
冷漠-不要再说你还爱我,http://em.21dtv.com/songs/60065870.mkv$线路1
冷漠-不要再说你还爱我,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_911272&response=res&format=mp4&type=convert_url$线路2
冷漠-多情的人不该相遇,http://em.21dtv.com/songs/60075264.mkv$线路1
冷漠-多情的人不该相遇,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1041689&response=res&format=mp4&type=convert_url$线路2
凤凰传奇-华夏传说,http://em.21dtv.com/songs/60154411.mkv$线路1
凤凰传奇-华夏传说,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url$线路2
凤凰传奇-奢香夫人,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_51674527&response=res&format=mp4&type=convert_url$线路1
凤凰传奇-奢香夫人,http://em.21dtv.com/songs/60038186.mkv$线路2
凤凰传奇-今生的缘,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_646024&response=res&format=mp4&type=convert_url$线路1
凤凰传奇-今生的缘,http://em.21dtv.com/songs/60023776.mkv$线路2
凤凰传奇-自由飞翔,http://em.21dtv.com/songs/60059772.mkv$线路1
凤凰传奇-自由飞翔,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_18747906&response=res&format=mp4&type=convert_url$线路2
凤凰传奇-策马奔腾,http://em.21dtv.com/songs/60061093.mkv$线路1
凤凰传奇-策马奔腾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042013&response=res&format=mp4&type=convert_url$线路2
凤凰传奇-策马奔腾,http://em.21dtv.com/songs/60111710.mkv$线路3
凤凰传奇-温柔姑娘,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6401404&response=res&format=mp4&type=convert_url$线路1
凤凰传奇-自由自在,http://em.21dtv.com/songs/60117574.mkv$线路1
凤凰传奇-自由自在,http://em.21dtv.com/songs/60095276.mkv$线路2
凤凰传奇-自由自在,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042025&response=res&format=mp4&type=convert_url$线路3
凤凰传奇-奇迹世界,http://em.21dtv.com/songs/60033950.mkv$线路1
凤凰传奇-奇迹世界,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_954805&response=res&format=mp4&type=convert_url$线路2
凤凰传奇-歌唱二小放牛郎,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url$线路1
凤凰传奇-中国味道,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042021&response=res&format=mp4&type=convert_url$线路1
凤凰传奇-中国味道,http://em.21dtv.com/songs/60148409.mkv$线路2
凤凰传奇-中国味道,http://em.21dtv.com/songs/60071525.mkv$线路3
凤凰传奇-光芒,http://em.21dtv.com/songs/60061224.mkv$线路1
凤凰传奇-光芒,http://em.21dtv.com/songs/60162058.mkv$线路2
凤凰传奇-光芒,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042019&response=res&format=mp4&type=convert_url$线路3
凤凰传奇-御龙归字谣,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url$线路1
凤凰传奇-御龙归字谣,http://em.21dtv.com/songs/60066549.mkv$线路2
邓丽君 歌曲精选九首 经典歌曲,https://vdse.bdstatic.com//432792ba00998e73655101c9e706e1e2.mp4$线路1
金典老歌,https://vdse.bdstatic.com//36ea0ffcf8156a44b9d524d999eb088a.mp4$线路1
刀郎经典歌曲7首：《西海情歌》《敖包相会》《情人》冲动的惩罚,https://vdse.bdstatic.com//628ca08719cef5987ea2ae3c6f0d2386.mp4$线路1
刀郎经典歌曲精选,https://vdse.bdstatic.com//4fcca19a19aa4974230c5ee70ab5fa55.mp4$线路1
刀郎经典老歌合集《披着羊皮的狼》《西海情歌》《冲动的惩罚》,https://vdse.bdstatic.com//bfbb0871ed01eb3328497faae6a8531b.mp4$线路1
云朵、刀郎、孙露、张雨生等经典怀旧歌曲6首,https://vdse.bdstatic.com//fa0ed7ad8657cc4d13972c3d9aa5ddbf.mp4$线路1
怀旧金曲:刀郎《黄玫瑰》,https://vdse.bdstatic.com//893331fdfab5d04e5c93e2adbbf1e949.mp4$线路1
飞鸟和蝉-任然,https://vd4.bdstatic.com/mda-kmagpap54qyv855r/v1-cae/1080p/mda-kmagpap54qyv855r.mp4$线路1
海鸥飞-龙梅子,https://vd2.bdstatic.com/mda-kgrx6ftzptj5x4i9/v1-cae/1080p/mda-kgrx6ftzptj5x4i9.mp4$线路1
不再痴情-黄静美,https://vd2.bdstatic.com/mda-mguiyws4cia6d0rf/1080p/cae_h264/1627568961141809995/mda-mguiyws4cia6d0rf.mp4$线路1
天公不作美-黄静美,https://vd2.bdstatic.com/mda-mcibj6pxkwe3x1ji/1080p/cae_h264/1616117049/mda-mcibj6pxkwe3x1ji.mp4$线路1
浪子闲话-笑纳-赤伶,https://vd3.bdstatic.com/mda-mi0jir5caqx8xtmh/1080p/cae_h264/1630505223203305128/mda-mi0jir5caqx8xtmh.mp4$线路1
用力活着-张茜,https://vd4.bdstatic.com/mda-mfmcz8hk0qjieck2/1080p/cae_h264/1624355388377695977/mda-mfmcz8hk0qjieck2.mp4$线路1
点歌的人-海来阿木,https://vd3.bdstatic.com/mda-maqxxg1hrznsdf1a/v1-cae/1080p/mda-maqxxg1hrznsdf1a.mp4$线路1
你的万水千山-海来阿木,https://vd4.bdstatic.com/mda-ki4i7gfqw6cw6hq0/v1-cae/1080p/mda-ki4i7gfqw6cw6hq0.mp4$线路1
你的万水千山-海来阿木,http://mobi.kuwo.cn/tmevideo/tme1257697.mp4$线路2
当我孤独的时候还可以抱着你郑源,https://vd4.bdstatic.com/mda-kgaerksrx80jgdu0/v1-cae/1080p/mda-kgaerksrx80jgdu0.mp4$线路1
寂寞的人伤心的歌-龙梅子、杨海彪,https://vd4.bdstatic.com/mda-kb5gc9c1vmtz93g8/v1-cae/sc/mda-kb5gc9c1vmtz93g8.mp4$线路1
两个人-蔡妍-BerryGood,https://vd4.bdstatic.com/mda-ki9ze4v8sw9sj7cb/sc/mda-ki9ze4v8sw9sj7cb.mp4$线路1
